userid,ADD BOOKMARK,ADD MARKER,ADD MEMO,ADD_HW_MEMO,BOOKMARK_JUMP,CHANGE MEMO,CLEAR_HW_MEMO,CLOSE,CLOSE_RECOMMENDATION,DELETE BOOKMARK,DELETE MARKER,DELETE_MEMO,GETIT,LINK_CLICK,MEMO_JUMP,NEXT,NOTGETIT,OPEN,OPEN_RECOMMENDATION,PAGE_JUMP,PREV,REGIST CONTENTS,SEARCH,SEARCH_JUMP,UNDO_HW_MEMO
deab088838618d0f80db74ae4a277269,5,312,32,27,1,28,1,238,0,5,16,1,1,0,0,4244,1,270,0,0,2176,0,0,0,7
e4f677ad43c84ada8abc579c6abf9aee,4,117,38,9,1,35,0,101,0,4,3,4,20,0,0,2038,4,181,0,7,849,0,0,0,3
e5d4b572258708faa5eb1c382eaba86c,16,347,38,59,17,24,0,97,0,6,18,0,28,0,0,3192,2,276,0,26,996,0,0,0,13
ea71f8352e9f56669d45fbc8785b3c52,0,0,1,0,0,0,0,26,0,0,0,0,0,0,0,891,0,37,0,2,259,0,0,0,0
ef3a6cc38845548b4329271ac48d638d,1,36,19,2,0,12,0,64,0,1,0,0,1,0,0,1222,0,83,0,11,646,0,0,0,0
ef42bcd3300605e66dc7f8c01f773dec,52,745,132,1,62,341,0,223,3,4,164,3,17,0,0,3867,3,309,1,50,1560,0,1,0,0
ef64bcdb755a678ecea401b713fee614,1,167,22,0,0,10,0,159,0,1,13,0,0,0,0,2025,1,188,0,3,648,0,0,0,0
f081b3cddc1a85f07c2560673f28547f,3,45,24,0,0,10,0,196,0,3,0,0,0,0,0,2929,0,257,0,1,1330,0,2,0,0
f0a81ae38b4e5374cba10b03d7e6b7aa,0,211,38,0,0,20,0,70,0,0,17,4,0,0,0,4429,0,178,0,66,1306,0,0,0,0
f0c4f08113a2bc5a9275dd881c616a92,0,60,18,15,0,11,0,143,0,0,5,0,0,0,4,3106,0,239,0,43,1279,0,0,0,15
f1641addf883c1130a801d06d07eef4c,2,69,15,0,0,0,0,125,2,2,2,0,0,0,0,1942,0,239,0,0,411,0,0,0,0
f1d1a0d80dfa3b5309b015bb59ae6c84,1,339,27,0,0,30,0,69,0,1,25,1,0,0,0,4753,0,177,0,64,2212,0,0,0,0
f5e00dfd7cb43f85c86dd5373da9516c,1,76,7,0,0,5,0,28,0,0,3,0,0,0,0,716,1,39,0,1,466,0,0,0,0
f5fd1f70d1747238d53ec5ef722d68d7,65,439,66,0,168,216,0,209,0,52,54,1,0,0,0,3564,1,281,0,1,1405,0,0,0,0
f65238cddaeec1be538e9c1a5990e48f,12,356,47,2,13,61,0,232,0,12,73,3,26,0,0,3060,4,277,0,42,963,0,0,0,0
f79d398d62d5eaff8d7b1f9f6aaf65ab,0,145,17,0,0,24,0,102,0,0,0,0,1,0,0,1579,0,132,0,23,617,0,0,0,0
f83882e0705489c3c0514fe226fdda4f,1,33,10,0,0,19,0,184,0,1,9,0,5,0,0,3186,2,230,0,43,1572,0,0,0,0
f8bb7ed0860701686be0bcaad12dcee6,26,516,39,0,28,7,0,254,0,10,32,0,2,0,0,3587,7,332,0,1,1251,0,0,0,0
fbc64c2a6c18eb693cb24d8081e034df,2,38,21,2,0,14,0,58,0,2,4,0,4,0,0,848,0,73,0,0,275,0,0,0,0
ff352cc412dda02baf83e6c095f81622,0,186,19,16,0,19,6,78,0,0,4,1,0,0,0,2733,0,159,0,169,1034,0,0,0,1
