userid,code_copy,code_execution,code_paste,code_speed,notebook_open,tree_open,AttributeError,FileNotFoundError,ImportError,IndentationError,IndexError,KeyError,KeyboardInterrupt,ModuleNotFoundError,NameError,RecursionError,SyntaxError,TabError,TypeError,UnboundLocalError,ValueError,ZeroDivisionError,code_length,HTTPError,SelectorSyntaxError,OverflowError
fbd8958c046be9d6fb0e2f4a61a3203c,408,543,359,1353,76,44,3.0,0.0,0.0,32.0,0.0,0.0,1.0,0.0,3.0,0.0,96.0,2.0,3.0,0.0,0.0,0.0,2862.0,0.0,0.0,0.0
fe58f440b087052dd472c6b8d5e6ac53,218,404,349,1903,48,48,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,37.0,0.0,0.0,2.0,0.0,0.0,2683.0,0.0,0.0,0.0
0b6c3afa086c5e03a24665aa75a7a0f5,496,913,791,4478,230,83,4.0,0.0,0.0,17.0,5.0,0.0,0.0,0.0,13.0,0.0,60.0,0.0,12.0,2.0,0.0,0.0,2648.0,0.0,0.0,0.0
1635c1bba7b734d85d12d005e5ef67a9,26,89,57,339,22,19,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,1339.0,0.0,0.0,0.0
1a0c76d043eeff7842f46b9583570a50,278,668,473,1910,107,78,5.0,0.0,0.0,52.0,0.0,0.0,10.0,0.0,8.0,0.0,130.0,17.0,4.0,0.0,2.0,0.0,2742.0,0.0,0.0,0.0
1e342325849367478c72fcded1149c65,30,165,77,731,62,25,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,45.0,0.0,0.0,0.0,1.0,0.0,3375.0,0.0,0.0,0.0
2aebc6de3f2abaa9253dfc7810b773d4,47,218,130,514,34,22,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,7.0,0.0,27.0,0.0,0.0,1.0,0.0,0.0,1673.0,0.0,0.0,0.0
2efc0a548e80acbcaf2cfb9804e2faa3,856,1774,1140,6800,378,142,0.0,0.0,0.0,30.0,10.0,3.0,3.0,0.0,30.0,0.0,110.0,0.0,24.0,6.0,2.0,0.0,6174.0,0.0,0.0,0.0
34c778c98ed41d6cd2a37c5145033c4a,665,1354,1053,4883,175,72,6.0,0.0,0.0,19.0,5.0,1.0,0.0,0.0,32.0,2.0,124.0,0.0,40.0,0.0,3.0,0.0,4744.0,0.0,0.0,0.0
399f141b63f3243b2064b321ed2b6e6b,149,344,262,2587,128,39,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,70.0,0.0,2.0,0.0,0.0,0.0,3156.0,0.0,0.0,0.0
447479f2c66040046a9b32ccfbaae127,195,675,296,2347,151,63,6.0,0.0,0.0,20.0,5.0,3.0,0.0,0.0,10.0,0.0,69.0,0.0,4.0,6.0,0.0,0.0,5085.0,0.0,0.0,0.0
4f25425fdbeff3e6ce39ffa4d4a3cb0b,17,115,33,727,48,25,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,1212.0,0.0,0.0,0.0
4f7edf8af873ccef5e94647cdafcfc1a,555,1485,916,3919,124,65,9.0,0.0,0.0,48.0,0.0,2.0,1.0,1.0,47.0,1.0,122.0,5.0,16.0,14.0,4.0,0.0,3896.0,0.0,0.0,0.0
5594425402daa5d17ba4a9043c1d8ff6,3,44,26,175,15,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1226.0,0.0,0.0,0.0
596b466b63d92244aee713b6525cb072,214,675,381,2498,86,38,1.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,8.0,0.0,75.0,1.0,9.0,0.0,0.0,0.0,3432.0,0.0,0.0,0.0
59e6368a8342e3611348ed0e93ceddb1,171,503,346,1463,58,44,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,16.0,0.0,111.0,0.0,13.0,0.0,3.0,0.0,11289.0,0.0,0.0,0.0
6d4b7a6f7c4c3aa2fe1efed5888e729b,628,1706,1104,5760,329,118,3.0,0.0,0.0,64.0,2.0,0.0,20.0,0.0,40.0,0.0,263.0,2.0,36.0,3.0,5.0,2.0,2885.0,0.0,0.0,0.0
843ac46f8cd7da73c4ae48b2deb4a729,306,697,445,2600,78,31,3.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,19.0,0.0,84.0,20.0,20.0,1.0,5.0,0.0,5152.0,0.0,0.0,0.0
85345ead7b6db97b141cbdee0b846230,465,1561,674,5828,239,114,4.0,0.0,0.0,7.0,8.0,0.0,3.0,0.0,18.0,1.0,105.0,0.0,20.0,0.0,4.0,0.0,5802.0,0.0,0.0,0.0
8eaa803c0b87790ec4290bcd41e5b037,720,1241,1123,5033,144,70,20.0,0.0,0.0,31.0,2.0,4.0,1.0,0.0,30.0,0.0,126.0,12.0,24.0,0.0,0.0,0.0,11594.0,0.0,0.0,0.0
90a865c2953dc448bf959a5eb8a291ee,450,683,674,2574,95,68,7.0,0.0,0.0,14.0,3.0,1.0,12.0,0.0,24.0,0.0,58.0,0.0,13.0,17.0,5.0,0.0,6581.0,0.0,0.0,0.0
91af6d98e1e08516ff7a91ac197e1d9b,503,899,707,3113,102,49,1.0,0.0,0.0,58.0,4.0,0.0,0.0,0.0,11.0,1.0,113.0,3.0,22.0,0.0,0.0,0.0,3410.0,0.0,0.0,0.0
98a5d49319bd9712aa26ec593341f2ef,8,36,25,121,7,11,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3752.0,0.0,0.0,0.0
998d6f7b512c27d4f5c35dbb5922ba44,951,950,1204,4198,202,81,1.0,0.0,0.0,19.0,3.0,0.0,0.0,0.0,23.0,0.0,41.0,2.0,25.0,3.0,0.0,0.0,5666.0,0.0,0.0,1.0
99b5057fa31682ed3b10f24d25b4e8ae,134,647,187,1725,56,51,4.0,0.0,0.0,51.0,0.0,3.0,0.0,0.0,7.0,0.0,108.0,4.0,13.0,0.0,1.0,0.0,6977.0,0.0,0.0,0.0
a41c1eab3d8463a7cb6ea0eb7d813e30,305,660,316,2631,86,46,6.0,0.0,0.0,13.0,20.0,1.0,0.0,0.0,11.0,0.0,52.0,0.0,6.0,2.0,1.0,0.0,2591.0,0.0,0.0,0.0
b71ebce969cf57f578182caf633b6a30,62,183,166,706,52,30,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,4428.0,0.0,0.0,0.0
bc482f9d2bff061e21937607585d9f9b,421,839,549,2661,157,51,2.0,0.0,0.0,51.0,3.0,0.0,0.0,0.0,19.0,0.0,123.0,19.0,32.0,9.0,26.0,8.0,5306.0,0.0,0.0,0.0
c0da6852b9ea51985a0cf3703d39c52d,47,72,60,245,32,23,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,4028.0,0.0,0.0,0.0
c722908a43fd51130854a1b6b5e91733,319,751,563,2859,174,58,9.0,0.0,0.0,13.0,2.0,2.0,0.0,0.0,16.0,0.0,176.0,0.0,12.0,0.0,1.0,0.0,4229.0,0.0,0.0,0.0
cada78ef18cca6cc39d55679d9da5d42,0,8,9,23,7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
cc09077d3937c6323346613696ed05c9,55,259,128,680,48,28,3.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,3.0,0.0,23.0,2.0,1.0,0.0,0.0,0.0,6155.0,0.0,0.0,0.0
cd8d1190d4e2e17f65c0c7a506f4dd4f,146,859,258,2182,117,45,4.0,0.0,0.0,33.0,0.0,0.0,5.0,0.0,21.0,0.0,70.0,0.0,10.0,0.0,0.0,0.0,15533.0,0.0,0.0,0.0
d88e44d3d77734a236a21543fc9d37de,81,253,96,603,32,22,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,1.0,0.0,41.0,0.0,1.0,0.0,0.0,0.0,2487.0,0.0,0.0,0.0
da03bef31ab2dca5b97f8d240ccb4a61,241,521,250,2957,72,46,4.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,5.0,0.0,79.0,0.0,2.0,0.0,1.0,0.0,2328.0,0.0,0.0,0.0
ea71f8352e9f56669d45fbc8785b3c52,49,106,88,322,13,13,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,2.0,0.0,0.0,1465.0,0.0,0.0,0.0
f1d1a0d80dfa3b5309b015bb59ae6c84,428,1085,664,2265,157,116,9.0,0.0,0.0,28.0,8.0,0.0,0.0,0.0,18.0,0.0,112.0,6.0,14.0,1.0,3.0,26.0,3407.0,0.0,0.0,0.0
07376c0e999c285d498c430418059de0,1026,1246,1319,5553,476,70,7.0,0.0,0.0,29.0,1.0,0.0,7.0,0.0,27.0,0.0,165.0,0.0,9.0,0.0,2.0,1.0,3440.0,0.0,0.0,0.0
0ddd40d6312d4bdc3589bea15c47afa9,521,783,645,3916,284,48,5.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,13.0,0.0,66.0,0.0,9.0,4.0,3.0,0.0,2852.0,0.0,0.0,0.0
12b9eba1adfb80bb4900d0f664d64729,285,817,297,3433,321,63,4.0,0.0,0.0,15.0,3.0,2.0,0.0,0.0,19.0,0.0,112.0,0.0,18.0,1.0,0.0,0.0,2676.0,0.0,0.0,0.0
14b40d138fb0d1e6d76b43d55611401a,945,2518,1424,10303,878,186,5.0,0.0,0.0,70.0,12.0,0.0,6.0,0.0,43.0,0.0,237.0,0.0,16.0,4.0,0.0,0.0,6461.0,0.0,0.0,0.0
19ecb8185a0cef5d3d87a5d5d89fb1d1,231,377,319,1843,145,31,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,19.0,0.0,9.0,0.0,0.0,0.0,2662.0,0.0,0.0,0.0
213537eee9b97f1b39970a8d5cdce00c,440,1221,606,4651,363,55,6.0,0.0,0.0,32.0,10.0,0.0,0.0,0.0,15.0,0.0,134.0,0.0,12.0,0.0,2.0,0.0,1601.0,0.0,0.0,0.0
21b5ad58ee31f6e6e5fc4ee9fbab05a7,13,37,120,283,128,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,756.0,0.0,0.0,0.0
2360852fcfec3ce90c573151f24adfd1,662,1202,931,4610,375,70,4.0,0.0,0.0,13.0,4.0,1.0,2.0,0.0,14.0,0.0,118.0,0.0,13.0,1.0,1.0,0.0,3827.0,0.0,0.0,0.0
26a7d7505f05ed71817e2afec0b8d957,363,665,514,2329,179,38,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,2.0,0.0,81.0,0.0,0.0,3.0,1.0,0.0,6185.0,0.0,0.0,0.0
2984b3dc3fbbdcd35ebe764dc30ca331,369,1318,254,4218,457,77,2.0,0.0,0.0,4.0,2.0,5.0,3.0,0.0,40.0,0.0,171.0,0.0,18.0,3.0,9.0,0.0,5391.0,0.0,0.0,0.0
2c7048946097aef5bc1b96cc53585489,777,1274,951,4557,379,65,5.0,0.0,0.0,13.0,6.0,0.0,0.0,0.0,20.0,3.0,86.0,0.0,24.0,2.0,0.0,0.0,5582.0,0.0,0.0,0.0
2ce542d10444443251e44a3a6dec6eb4,691,1214,819,5472,487,105,3.0,0.0,0.0,16.0,1.0,0.0,2.0,0.0,15.0,0.0,145.0,0.0,12.0,0.0,1.0,0.0,4615.0,0.0,0.0,0.0
33387545d6a3c0ee607abff19b75abc7,378,492,520,2263,137,25,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,31.0,0.0,1.0,7.0,0.0,0.0,2822.0,0.0,0.0,0.0
334ae80553d0d9888c59436a747e6435,601,1078,834,3848,263,39,3.0,3.0,0.0,16.0,2.0,3.0,0.0,0.0,9.0,0.0,83.0,0.0,20.0,2.0,0.0,0.0,4455.0,0.0,0.0,0.0
3e018e2078fe88dfd6c8c52bf425cfc3,713,1428,927,6715,417,83,9.0,0.0,0.0,18.0,3.0,0.0,1.0,0.0,22.0,0.0,113.0,0.0,18.0,0.0,5.0,0.0,3845.0,0.0,0.0,0.0
41364796890f9cffd068307dbdff9559,1337,3337,1677,9806,571,169,9.0,0.0,0.0,61.0,44.0,5.0,7.0,0.0,64.0,5.0,373.0,0.0,39.0,2.0,8.0,0.0,7147.0,0.0,0.0,0.0
4524e704e7373c5dfc78a24d105a70c8,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ddf5f5db7e19cc17b603ce8e8ff351f,170,653,302,2781,184,37,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,7.0,0.0,51.0,1.0,2.0,0.0,1.0,0.0,1415.0,0.0,0.0,0.0
5747bb8136dcd0aa25e8f7763827db11,1364,1122,1608,6563,1190,145,5.0,0.0,0.0,10.0,13.0,2.0,0.0,0.0,29.0,0.0,66.0,0.0,11.0,9.0,0.0,0.0,5373.0,0.0,0.0,0.0
59c47412160b9f60a91c8ab957834434,785,2240,1392,6512,456,84,7.0,0.0,0.0,37.0,36.0,1.0,6.0,0.0,33.0,2.0,178.0,0.0,37.0,5.0,11.0,0.0,7950.0,0.0,0.0,0.0
633b46db3cea2ec83b4b196dcf9f7e76,960,1184,1144,4447,428,89,5.0,0.0,0.0,10.0,11.0,0.0,0.0,0.0,12.0,0.0,80.0,0.0,17.0,0.0,3.0,3.0,7542.0,0.0,0.0,0.0
6673ff23881e8c0ef5aae29ed547d83d,366,734,504,2652,240,44,1.0,0.0,0.0,4.0,0.0,1.0,10.0,0.0,29.0,0.0,106.0,0.0,6.0,0.0,0.0,0.0,6544.0,0.0,0.0,0.0
681a2ee5f3fe039c1d403fccb58a3a67,235,809,344,3333,230,87,6.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,19.0,0.0,86.0,0.0,9.0,0.0,0.0,0.0,2526.0,0.0,0.0,0.0
6c7ea17b19edee01e39075dfbd783085,1247,747,1725,4422,343,75,6.0,0.0,0.0,24.0,0.0,4.0,0.0,0.0,13.0,0.0,102.0,0.0,8.0,4.0,2.0,0.0,6317.0,0.0,0.0,0.0
6eaf54527df79db49356a26daba98656,344,1141,508,4402,322,59,3.0,0.0,0.0,4.0,19.0,1.0,15.0,0.0,19.0,0.0,70.0,0.0,16.0,2.0,2.0,0.0,3280.0,0.0,0.0,0.0
71b53ea50ec02d28fc08843ead3717a0,529,1137,730,3772,382,47,2.0,0.0,0.0,21.0,7.0,0.0,0.0,0.0,17.0,0.0,131.0,0.0,10.0,1.0,4.0,0.0,4429.0,0.0,0.0,0.0
89eba477e70f516a1c5ff979282d75ca,169,388,412,1335,108,19,1.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,1.0,0.0,39.0,0.0,4.0,1.0,0.0,0.0,479.0,0.0,0.0,0.0
94a2b55405ffb84d8d1d0cb8c54c1e5b,884,1479,1373,5098,521,85,10.0,0.0,0.0,22.0,3.0,0.0,13.0,0.0,16.0,0.0,107.0,0.0,4.0,1.0,4.0,0.0,4427.0,0.0,0.0,0.0
99f3080b05fd0a103b83e9c6bf3ee9a9,663,1126,1051,4129,291,80,7.0,0.0,0.0,14.0,12.0,2.0,2.0,0.0,6.0,0.0,98.0,0.0,11.0,3.0,10.0,0.0,2643.0,0.0,0.0,0.0
a1b7e8f509e4764f2240c56cf5855e68,219,677,186,3185,164,44,4.0,0.0,0.0,6.0,22.0,0.0,3.0,1.0,10.0,0.0,42.0,0.0,16.0,1.0,3.0,0.0,2869.0,0.0,0.0,0.0
a6458da9625c6ae288440bc3868952f4,438,2182,660,5247,847,81,6.0,0.0,0.0,26.0,3.0,0.0,0.0,0.0,11.0,1.0,182.0,0.0,21.0,8.0,0.0,0.0,5122.0,0.0,0.0,0.0
aaf5852b0146d3dcfb03c52ec0ef48e4,394,804,398,3549,279,68,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,68.0,0.0,2.0,0.0,0.0,0.0,9463.0,0.0,0.0,0.0
be5a4adf3d6c9c52ecbdb00f9ee10ba6,10,53,9,270,16,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,412.0,0.0,0.0,0.0
bed61885e3d7ca38dec377de7cae5683,469,696,567,4398,634,106,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,10.0,0.0,56.0,0.0,2.0,1.0,3.0,1.0,4365.0,0.0,0.0,0.0
c0296da2531bd101d1c7a597bfbe3055,284,623,282,2570,206,54,2.0,0.0,0.0,7.0,4.0,8.0,3.0,1.0,5.0,0.0,37.0,0.0,6.0,0.0,1.0,1.0,4027.0,0.0,0.0,0.0
c145b6354ca0fccea7eff4ba7fe131a6,263,816,361,3183,160,45,5.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0,17.0,0.0,84.0,0.0,7.0,0.0,1.0,0.0,2487.0,0.0,0.0,0.0
c1c28a94ac4fa24b91c537a648a89d51,241,474,391,2287,123,35,1.0,0.0,0.0,15.0,1.0,0.0,5.0,0.0,4.0,0.0,70.0,0.0,4.0,0.0,0.0,0.0,2484.0,0.0,0.0,0.0
c73d2b1832ee16136b6f3cfe2a596416,678,1859,1244,4187,341,42,4.0,0.0,0.0,40.0,2.0,0.0,0.0,0.0,8.0,0.0,118.0,0.0,26.0,2.0,0.0,0.0,3144.0,0.0,0.0,0.0
d391820addb3fcad29eaccb3774f81b9,569,1140,673,4019,272,55,7.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,13.0,0.0,139.0,0.0,21.0,0.0,3.0,0.0,2801.0,0.0,0.0,0.0
f0a81ae38b4e5374cba10b03d7e6b7aa,391,1190,452,5284,469,83,5.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,8.0,0.0,55.0,0.0,15.0,0.0,2.0,0.0,7677.0,0.0,0.0,0.0
ff352cc412dda02baf83e6c095f81622,394,1270,520,4938,329,118,2.0,0.0,0.0,22.0,4.0,1.0,4.0,0.0,12.0,0.0,171.0,0.0,5.0,0.0,11.0,0.0,3934.0,0.0,0.0,0.0
